STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;AGE;Âge;URBANIZATION;Urbanisation;DISABILITY;Invalidité;EDUCATION;Niveau d'éducation;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;DATA_SOURCE;Source de données;OBS_COMMENT;Commentaire;CONF_STATUS;Confidentialité
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;_T;National;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2021;;29;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;_T;National;PD;Personnes handicapées;5-8;Éducation tertiaire;2021;;9;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;_T;National;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2021;;918;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;_T;National;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2021;;59;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;_T;National;PWD;Personnes sans handicap;1;Enseignement primaire;2021;;26;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;_T;National;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2021;;240;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;_T;National;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2021;;377;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;_T;National;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2021;;182;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;_T;National;PWD;Personnes sans handicap;9;Niveau non indiqué;2021;;34;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2021;;991;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2021;;63;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;_T;Pas de ventilation par handicap;1;Enseignement primaire;2021;;29;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2021;;267;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2021;;406;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2021;;191;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;_T;Pas de ventilation par handicap;9;Niveau non indiqué;2021;;35;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2021;;73;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PD;Personnes handicapées;2;Enseignement secondaire inférieur;2021;;27;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2021;;29;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PD;Personnes handicapées;5-8;Éducation tertiaire;2021;;9;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2021;;918;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2021;;59;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PWD;Personnes sans handicap;1;Enseignement primaire;2021;;26;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2021;;240;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2021;;377;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2021;;182;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y55T64;55-64;U;Urbain;PWD;Personnes sans handicap;9;Niveau non indiqué;2021;;34;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2021;;596;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2021;;23;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;_T;Pas de ventilation par handicap;1;Enseignement primaire;2021;;32;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2021;;127;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2021;;229;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2021;;156;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;_T;Pas de ventilation par handicap;9;Niveau non indiqué;2021;;29;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2021;;97;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PD;Personnes handicapées;1;Enseignement primaire;2021;;7;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PD;Personnes handicapées;2;Enseignement secondaire inférieur;2021;;20;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2021;;44;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PD;Personnes handicapées;5-8;Éducation tertiaire;2021;;19;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2021;;499;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2021;;18;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PWD;Personnes sans handicap;1;Enseignement primaire;2021;;25;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2021;;107;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2021;;185;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2021;;137;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;_T;National;PWD;Personnes sans handicap;9;Niveau non indiqué;2021;;27;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2021;;596;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2021;;23;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;_T;Pas de ventilation par handicap;1;Enseignement primaire;2021;;32;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2021;;127;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2021;;229;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2021;;156;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;_T;Pas de ventilation par handicap;9;Niveau non indiqué;2021;;29;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2021;;97;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PD;Personnes handicapées;1;Enseignement primaire;2021;;7;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PD;Personnes handicapées;2;Enseignement secondaire inférieur;2021;;20;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2021;;44;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PD;Personnes handicapées;5-8;Éducation tertiaire;2021;;19;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2021;;499;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2021;;18;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PWD;Personnes sans handicap;1;Enseignement primaire;2021;;25;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2021;;107;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2021;;185;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2021;;137;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;M;Homme;Y65T999;65+;U;Urbain;PWD;Personnes sans handicap;9;Niveau non indiqué;2021;;27;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2021;;7597;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2021;;327;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;1;Enseignement primaire;2021;;276;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2021;;2252;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2021;;3154;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2021;;1434;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;9;Niveau non indiqué;2021;;154;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2021;;324;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PD;Personnes handicapées;0;L'éducation de la petite enfance;2021;;24;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PD;Personnes handicapées;1;Enseignement primaire;2021;;25;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PD;Personnes handicapées;2;Enseignement secondaire inférieur;2021;;131;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2021;;100;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PD;Personnes handicapées;5-8;Éducation tertiaire;2021;;36;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PD;Personnes handicapées;9;Niveau non indiqué;2021;;8;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2021;;7273;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2021;;303;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;MH;Îles Marshall (pays);POPCNT;Population;F;Femme;_T;Tous les âges;_T;National;PWD;Personnes sans handicap;1;Enseignement primaire;2021;;251;;N;unités;;;;;;;;;;
